speaker_id,final_split,utterance_count,duration_seconds,provenance_composition,duplicate_file_count,utterance_bucket,eligibility_status,eligibility_reason,selection_hash,split_seed,split_version
138,train,64,192.000000,train=64|train_small=0|part=0|test=0,0,50-99,eligible_train,at_least_2_utterances,51dbc640d7059f9eaeb399abcc49006f0c6da3e5ecfa33743300d3c18d2809a9,20260729,v2
139,validation,55,165.000000,train=55|train_small=0|part=0|test=0,0,50-99,eligible_evaluation,at_least_20_utterances,06718d8e2f6b5a8c5c3057ba204fb38d5ae8c2b78541d4bbd979bff1fcec4d77,20260729,v2
140,train,22,66.000000,train=22|train_small=0|part=0|test=0,0,20-49,eligible_train,at_least_2_utterances,5a15f437df8fba23ea0272802a8d4f10478d9939e5443101b603f8d469c38902,20260729,v2
141,train,35,105.000000,train=35|train_small=0|part=0|test=0,0,20-49,eligible_train,at_least_2_utterances,9e7b03cbea0c1809c4288725b6d5f8008050e37e5e7ac97c12d6e04c2e7e2961,20260729,v2
142,train,10,30.000000,train=10|train_small=0|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,55a094ac97f9e5e7926edeb8440416e9d7672a35fb2f2057d4e8415215d527bd,20260729,v2
143,validation,419,1257.000000,train=419|train_small=0|part=0|test=0,0,200-499,eligible_evaluation,at_least_20_utterances,0303e8ab71848185b6ae48be055989c0e2bcad51dfedd6caa7cbfa99078b1867,20260729,v2
144,train,338,1014.000000,train=338|train_small=0|part=0|test=0,0,200-499,eligible_train,at_least_2_utterances,7a48fa909b35da8b8adf3bf74ff052fe760eca6e7fea02dfddd162ea89e48582,20260729,v2
145,train,58,174.000000,train=58|train_small=0|part=0|test=0,0,50-99,eligible_train,at_least_2_utterances,f793dfabdb47b41313e827c11a8d64905fac3e07269f847c19fe52a32440c6b5,20260729,v2
146,train,26,78.000000,train=26|train_small=0|part=0|test=0,0,20-49,eligible_train,at_least_2_utterances,4d1a2cc3a06434846cb2cab4c56a82a356631ee6e0b89d46b186d9db22ad1cc3,20260729,v2
147,train,189,567.000000,train=189|train_small=0|part=0|test=0,0,100-199,eligible_train,at_least_2_utterances,6aa4f7184164f24726fc0a9c966bc4ecea5a01f4d69ff075b59c8f7c7a9d5e4a,20260729,v2
148,test,108,324.000000,train=108|train_small=0|part=0|test=0,0,100-199,eligible_evaluation,at_least_20_utterances,30e9df7649d55303c0c899d529cd8ee09364d55436e88d70a627f174621df972,20260729,v2
149,validation,122,366.000000,train=122|train_small=0|part=0|test=0,0,100-199,eligible_evaluation,at_least_20_utterances,09bf66f7ff91cff800ea949752f2eb71cb4065e0e8070263d7c22a6c99734e98,20260729,v2
150,train,59,177.000000,train=59|train_small=0|part=0|test=0,0,50-99,eligible_train,at_least_2_utterances,7163b84189aaaafd1accfc33462e2c409aca829105760a89619a6e677a4fb8b7,20260729,v2
151,train,76,228.000000,train=76|train_small=0|part=0|test=0,0,50-99,eligible_train,at_least_2_utterances,919c38ee36bd59051e56434c1a3ae4db3a00c6f1ff33267792a1f898e9f66a3d,20260729,v2
152,train,18,54.000000,train=18|train_small=0|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,2931554104f0a36a9df6df135951648b5f4562f968daf7ac665b1f21b523944f,20260729,v2
153,train,44,132.000000,train=44|train_small=0|part=0|test=0,0,20-49,eligible_train,at_least_2_utterances,a75af1d345f34eab719ce68a5ab42f4cfe8c474336a71109aa1955963ed93ad9,20260729,v2
154,train,302,906.000000,train=302|train_small=0|part=0|test=0,0,200-499,eligible_train,at_least_2_utterances,66676c7572713a4225439bec0f540d0401cd6cdd0459ef38f7edb4b591ebf1f5,20260729,v2
155,train,227,681.000000,train=227|train_small=0|part=0|test=0,0,200-499,eligible_train,at_least_2_utterances,744eda755c29edeb5dd8a3036c489ae04883b2e41d0ad4e9f5029fd1d71cd279,20260729,v2
156,train,143,429.000000,train=143|train_small=0|part=0|test=0,0,100-199,eligible_train,at_least_2_utterances,8723a43548e436ea3a538365ea4ab5d4fb1f2cde412edd4e8d9aa2eb04c51ae5,20260729,v2
157,train,54,162.000000,train=54|train_small=0|part=0|test=0,0,50-99,eligible_train,at_least_2_utterances,fa0322f7bba95497207a62d30743f6a7a8dbf39ebc62c95bd524c0cb86646941,20260729,v2
158,train,190,570.000000,train=190|train_small=0|part=0|test=0,0,100-199,eligible_train,at_least_2_utterances,874e565726b880d102a6429ec2ef9aeea5cc01a200505e8c7c4210d3bafe4d08,20260729,v2
159,test,179,537.000000,train=179|train_small=0|part=0|test=0,0,100-199,eligible_evaluation,at_least_20_utterances,317e9c3d2cf973c172a79464b574b64eeb3b73bb9aece610bcd5c8dbd347ea08,20260729,v2
160,train,10,30.000000,train=10|train_small=0|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,dcba833d8e85a8093aa4470b38c15fa11aa59cb3e31bf573bb44e53a0c2d27e3,20260729,v2
161,validation,25,75.000000,train=25|train_small=0|part=0|test=0,0,20-49,eligible_evaluation,at_least_20_utterances,158b8347d85e9d01d28e0ba7b69002bcb0d86863ce3eb061b5002964aa1fbdcd,20260729,v2
162,train,175,525.000000,train=175|train_small=0|part=0|test=0,0,100-199,eligible_train,at_least_2_utterances,4d19d9816a669732df35a958ae5785eca488e70ed142f8f8c79e2f409d06b5bf,20260729,v2
163,train,56,168.000000,train=56|train_small=0|part=0|test=0,0,50-99,eligible_train,at_least_2_utterances,ff1e473c2e5e7fb1cc587090c08530ca47d763998562a13f35ec220401e6df3a,20260729,v2
164,train,298,894.000000,train=298|train_small=0|part=0|test=0,0,200-499,eligible_train,at_least_2_utterances,ffcb37b07f7800d7692b4247dbcbfc1a385fffe921c55d247f3d977a617ab99e,20260729,v2
165,train,314,942.000000,train=314|train_small=0|part=0|test=0,0,200-499,eligible_train,at_least_2_utterances,d00e182170381e20565ea0e278a6057007720629acf7a7a421b1d5eae6942a02,20260729,v2
166,train,9,27.000000,train=9|train_small=0|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,6b02d4787df1756bb9e54e5441302abad7ceaa49af9ef99ba69406f1e9081ad6,20260729,v2
167,validation,73,219.000000,train=73|train_small=0|part=0|test=0,0,50-99,eligible_evaluation,at_least_20_utterances,10c8cb0b55cbdc14ac64e590eec6b191cefc5e8067971c8e6b084db55250cd53,20260729,v2
168,train,180,540.000000,train=180|train_small=0|part=0|test=0,0,100-199,eligible_train,at_least_2_utterances,57b7f1af276738f848e347ca91d133fb2d6d88cd05795863965b2d4ef54b0cd1,20260729,v2
169,train,468,1404.000000,train=468|train_small=0|part=0|test=0,0,200-499,eligible_train,at_least_2_utterances,9a3d5afe8df673fc396c07abf81fb1cd2a193ebf7d1a463ef097108288f24993,20260729,v2
170,train,473,1419.000000,train=473|train_small=0|part=0|test=0,0,200-499,eligible_train,at_least_2_utterances,63beed560ae5bc4464a6a120101e0bfe4a80c67ff03aa6a0ce283ff57ac44fec,20260729,v2
171,train,44,132.000000,train=44|train_small=0|part=0|test=0,0,20-49,eligible_train,at_least_2_utterances,e6e83dd0cde7ea0efeb6118ddcffc94a3b830d2ef992eead391ed306066d07e0,20260729,v2
172,train,46,138.000000,train=46|train_small=0|part=0|test=0,0,20-49,eligible_train,at_least_2_utterances,460bef51489c6436b6bea6ecba65d3ca206dcff8dbc9ab01278338aee2b36e46,20260729,v2
173,validation,339,1017.000000,train=339|train_small=0|part=0|test=0,0,200-499,eligible_evaluation,at_least_20_utterances,0f1fa0a2d232552389fe5be8e8b4e0962ddb745cdff4c0e936c7228dbeea5906,20260729,v2
174,train,123,369.000000,train=123|train_small=0|part=0|test=0,0,100-199,eligible_train,at_least_2_utterances,f752fa2d88464d7de1e58a64d0dc97ae4ce435d3cc4931222a498aaf44276777,20260729,v2
175,validation,37,111.000000,train=37|train_small=0|part=0|test=0,0,20-49,eligible_evaluation,at_least_20_utterances,0431ba837d614e4276f5cbed453ed734b4024bd7aee7a6e1e40cbdbe44123248,20260729,v2
176,train,107,321.000000,train=107|train_small=0|part=0|test=0,0,100-199,eligible_train,at_least_2_utterances,55996dce0f91cf5206e340c1905480d8b4158f7e18dee0c38f4b415011fc61ab,20260729,v2
177,train,125,375.000000,train=125|train_small=0|part=0|test=0,0,100-199,eligible_train,at_least_2_utterances,a1b2eded51472bf4d8a4503594d640fc410b8f05a42f7a78f11dec0c881f89e5,20260729,v2
178,test,24,72.000000,train=24|train_small=0|part=0|test=0,0,20-49,eligible_evaluation,at_least_20_utterances,2adef33f86ba30d69ffc41849f602cc185f59f427a64f2726ede911334bf74aa,20260729,v2
179,train,84,252.000000,train=84|train_small=0|part=0|test=0,0,50-99,eligible_train,at_least_2_utterances,6a9dd1502238a8b2ebe206d7b3a553a46f66223017abb54ec4faadc1d7d2c9d3,20260729,v2
180,train,195,585.000000,train=195|train_small=0|part=0|test=0,0,100-199,eligible_train,at_least_2_utterances,5aa25f938cc9003662ef8e1d6b8a9e3b0cb281007133387776476a6216044cdc,20260729,v2
181,train,61,183.000000,train=61|train_small=0|part=0|test=0,0,50-99,eligible_train,at_least_2_utterances,c6a2901934be1838f4fb7f7c1b729b1e1a8ec11af732d5ee9dcf12388b737706,20260729,v2
182,train,52,156.000000,train=52|train_small=0|part=0|test=0,0,50-99,eligible_train,at_least_2_utterances,87abc0d78eae9e00db50192d2c81c6ed3237b5ce6d3a714123ddcf1a74c46f74,20260729,v2
183,validation,163,489.000000,train=163|train_small=0|part=0|test=0,0,100-199,eligible_evaluation,at_least_20_utterances,1c6223f9ad8e71b7821dfc0b4b56eb55d5674890c41a7b59e10e6445335ced62,20260729,v2
184,train,199,597.000000,train=199|train_small=0|part=0|test=0,0,100-199,eligible_train,at_least_2_utterances,d20ffbab37a155184721183ba1b51d5178f50903b3108dc62ebde8e9c1763d2d,20260729,v2
185,train,98,294.000000,train=98|train_small=0|part=0|test=0,0,50-99,eligible_train,at_least_2_utterances,a36544b564821ac288c471f7396cafcc81041de6220ddf1b62725c74ab69bcfa,20260729,v2
186,train,76,228.000000,train=76|train_small=0|part=0|test=0,0,50-99,eligible_train,at_least_2_utterances,edb3c546311a081e81998d06de0a6bc49a759d738dc8aeeb5334b2672a4b8a85,20260729,v2
187,train,51,153.000000,train=51|train_small=0|part=0|test=0,0,50-99,eligible_train,at_least_2_utterances,d685efdc26d25cf7574a16ad623ce3b87c8db7989e87a302a6b1e44a77af67e5,20260729,v2
188,train,469,1407.000000,train=469|train_small=0|part=0|test=0,0,200-499,eligible_train,at_least_2_utterances,b2fcc7d22624932c064131ef03359825de56f994d4dc21d1a4ec85fe4932d066,20260729,v2
189,train,38,114.000000,train=38|train_small=0|part=0|test=0,0,20-49,eligible_train,at_least_2_utterances,89a399a11a749430b7c0b7a5522330b1aebc21c38a35e252ef9e8c6f3fb6b6b1,20260729,v2
190,validation,522,1566.000000,train=522|train_small=0|part=0|test=0,0,500+,eligible_evaluation,at_least_20_utterances,3b2de18967cec49492cf36e00366c64fdfd41e7eb734258e12db67e8755e2863,20260729,v2
191,train,35,105.000000,train=35|train_small=0|part=0|test=0,0,20-49,eligible_train,at_least_2_utterances,c4488dfe43098d2b66a89075fa76fc32cdfc1d938ae0af8cdd72d2f94db4c016,20260729,v2
192,train,3,9.000000,train=3|train_small=0|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,f97153a20cd2d1ce09fd2bf3fa911c31b2d9f263b89d8b407106ed2f4a50b13f,20260729,v2
193,train,18,54.000000,train=18|train_small=0|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,306177699bebecba98b96e37c94878956e131a7ad4cf56c053d2d37215070196,20260729,v2
194,train,13,39.000000,train=13|train_small=0|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,4bde67f429bb338e98b7897dbcea0c7bda4594af62cfdc26afb5a276213fc457,20260729,v2
195,train,8,24.000000,train=8|train_small=0|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,aa7e8eedcf399834f43d144a516110b5bf3e6ad845201470612fadb53330161b,20260729,v2
196,train,59,177.000000,train=59|train_small=0|part=0|test=0,0,50-99,eligible_train,at_least_2_utterances,a60d7e4cd21c5fc2e9d18d5635d44cf2661005173a93357b04fc82acac286e80,20260729,v2
197,train,142,426.000000,train=142|train_small=0|part=0|test=0,0,100-199,eligible_train,at_least_2_utterances,eff1425b4932a36f1f91c70c29c62c47e6ad1bd0f9d78a05d75158bb55c7ad9e,20260729,v2
198,train,149,447.000000,train=149|train_small=0|part=0|test=0,0,100-199,eligible_train,at_least_2_utterances,c528122f46ffe740c5a7a4f588568ff8711e5c71e48d8a6634e3f035659f1def,20260729,v2
199,validation,73,219.000000,train=73|train_small=0|part=0|test=0,0,50-99,eligible_evaluation,at_least_20_utterances,0e609bda2a55223d61f9fe4009a45dd7448aa2ef7836c990a21755f178345d9c,20260729,v2
200,train,91,273.000000,train=91|train_small=0|part=0|test=0,0,50-99,eligible_train,at_least_2_utterances,7c4a3c05c37379f53e099ba34dad4985ae5ec0d5879f42ed19e13e9630452936,20260729,v2
201,validation,80,240.000000,train=80|train_small=0|part=0|test=0,0,50-99,eligible_evaluation,at_least_20_utterances,21b1504271e4b35526f1a86e1c7554a943f9339630031d00f42f7d06984b6822,20260729,v2
202,train,28,84.000000,train=28|train_small=0|part=0|test=0,0,20-49,eligible_train,at_least_2_utterances,ec3574eff18683a3c36c55dca1ec88023c22923378c57a785838358b69a42188,20260729,v2
203,train,95,285.000000,train=95|train_small=0|part=0|test=0,0,50-99,eligible_train,at_least_2_utterances,934d4af5299bf22a53e07b060cd8d3ba1492845b467ab2fc182a0eea18b02e7e,20260729,v2
204,train,135,405.000000,train=135|train_small=0|part=0|test=0,0,100-199,eligible_train,at_least_2_utterances,ec9df2923142d1f3cd72bb5ffddd4b8fd55aa6293294857b878aa952522a3fbb,20260729,v2
205,train,180,540.000000,train=180|train_small=0|part=0|test=0,0,100-199,eligible_train,at_least_2_utterances,e29c03b4a7b2afa7c896a869641ae540718b15ac446436de562a194395b95722,20260729,v2
206,test,77,231.000000,train=77|train_small=0|part=0|test=0,0,50-99,eligible_evaluation,at_least_20_utterances,30a316bf4063c9df4d0099a2ad91d511c03b405dccde02034f1ccbe8bb727437,20260729,v2
207,train,5,15.000000,train=5|train_small=0|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,0076e47e8687aaf20001f00bc4e2d6995f2804af3eeda7391769caf3af07b572,20260729,v2
208,train,106,318.000000,train=106|train_small=0|part=0|test=0,0,100-199,eligible_train,at_least_2_utterances,7b1b44e82e66d656906a37e8001dd82ce3d117341b0bd35e3e63cb77d19837dd,20260729,v2
209,train,10,30.000000,train=10|train_small=0|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,2d6fd24b2cab625b12c19f70d1b82b3bad14243f2c46d61f163810d9bddd0c7f,20260729,v2
210,test,140,420.000000,train=140|train_small=0|part=0|test=0,0,100-199,eligible_evaluation,at_least_20_utterances,35c62d3cb0aee2ccbce32867e474b7ca12aae9d4febc7b003ac7e7d24cf3c03c,20260729,v2
211,train,8,24.000000,train=8|train_small=0|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,7fab2d8840631535c78d1c54869596198d1a9963d8bf8059602af3d21dba8254,20260729,v2
212,train,385,1155.000000,train=385|train_small=0|part=0|test=0,0,200-499,eligible_train,at_least_2_utterances,43dc9a440a30b3d49d1c9d5f1348231627b74845eef1224869486f8a41a55313,20260729,v2
213,validation,72,216.000000,train=72|train_small=0|part=0|test=0,0,50-99,eligible_evaluation,at_least_20_utterances,10d7c99f9383c09abaa2149c44f57fdc0d0b9d3f073461950e750d9fb99bc441,20260729,v2
214,train,6,18.000000,train=6|train_small=0|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,cb7f557f5eba18f9ebfcf5d899e12790ec25224c46176f73f4d29924c5ed97bf,20260729,v2
215,train,19,57.000000,train=19|train_small=0|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,60c9a09251b8352a84c18a5569dd4f1257bb514e215de6591eab16eb79e0bfac,20260729,v2
216,train,68,204.000000,train=68|train_small=0|part=0|test=0,0,50-99,eligible_train,at_least_2_utterances,76bc7a890d885ac2a2cc9462a897178d229156c0aa0eb12cd14fb563939c2b77,20260729,v2
217,validation,152,456.000000,train=152|train_small=0|part=0|test=0,0,100-199,eligible_evaluation,at_least_20_utterances,24ed3d6d6aff5c3f2e85499d0cd1102a59d9b8bde548dff2687610395c2fc02e,20260729,v2
218,train,35,105.000000,train=35|train_small=0|part=0|test=0,0,20-49,eligible_train,at_least_2_utterances,c43dee48fc0d0bc527bb33aeac1c04ae16c2c6e16e88af7d7dc4ec571759e91f,20260729,v2
219,train,52,156.000000,train=52|train_small=0|part=0|test=0,0,50-99,eligible_train,at_least_2_utterances,d43910acd96838e4fbc13f51e25b8aeee7b593497ef8c26163f53b282b862723,20260729,v2
220,train,24,72.000000,train=24|train_small=0|part=0|test=0,0,20-49,eligible_train,at_least_2_utterances,d6c65d94dbfc2aba4daf591926419f8defd66f017b05d839ec98dde40611ad80,20260729,v2
221,train,75,225.000000,train=75|train_small=0|part=0|test=0,0,50-99,eligible_train,at_least_2_utterances,fbfab6e8ce4003c6dbf6d388a2a7470fe47b4a865bbafc47101a90aacca74365,20260729,v2
222,train,22,66.000000,train=22|train_small=0|part=0|test=0,0,20-49,eligible_train,at_least_2_utterances,5fbf9ce7902c601bc87e8f82f0c8f07176e1ba1512f2b2df2167b1a730383652,20260729,v2
223,validation,186,558.000000,train=186|train_small=0|part=0|test=0,0,100-199,eligible_evaluation,at_least_20_utterances,223da0f8ab92df34b9317f13da36c0c7c340d89dcffcf1e70b044f5c2d953461,20260729,v2
224,train,63,189.000000,train=63|train_small=0|part=0|test=0,0,50-99,eligible_train,at_least_2_utterances,780ef35c540a3577b347b6d512030d3b4e39934c40550a6c18571bab88939a11,20260729,v2
225,train,67,201.000000,train=67|train_small=0|part=0|test=0,0,50-99,eligible_train,at_least_2_utterances,76e66d1b6c6fcfe252db7efc39755107f685f9c4527ba17d26b1148d925e1610,20260729,v2
226,train,28,84.000000,train=28|train_small=0|part=0|test=0,0,20-49,eligible_train,at_least_2_utterances,ec549df8c6bb69201a2af4a5aec511b58d978340cad5ffca40dbbaca6a56a5ea,20260729,v2
227,train,35,105.000000,train=35|train_small=0|part=0|test=0,0,20-49,eligible_train,at_least_2_utterances,cf3ff042384fc5a80f167cef9a5d74e849678f6e72701bf5b7ea5660ec6b6d7f,20260729,v2
228,validation,142,426.000000,train=142|train_small=0|part=0|test=0,0,100-199,eligible_evaluation,at_least_20_utterances,02bb13a8ddabc94a84c1f4bf08cd61e25dd25d5f546b66bd2f6d2fd3c9b2990b,20260729,v2
229,train,146,438.000000,train=146|train_small=0|part=0|test=0,0,100-199,eligible_train,at_least_2_utterances,dc817c23d107dbf23aee6e0cb166fd90f194247c265d60d4dc2fa8b1644759af,20260729,v2
230,train,223,669.000000,train=223|train_small=0|part=0|test=0,0,200-499,eligible_train,at_least_2_utterances,49eb18e08862d1b621da58015d7088166ddb5a19c1d860442717f22649eea614,20260729,v2
231,train,271,813.000000,train=271|train_small=0|part=0|test=0,0,200-499,eligible_train,at_least_2_utterances,874884451e97bbe7f15571fc1f0c85e81adb2f329c8c2b25364f9cc1ac7d0f92,20260729,v2
232,train,8,24.000000,train=8|train_small=0|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,0b058de234235a90d7b092a450153e96b00c82e9b34a128a4ff2942ca59f9bc1,20260729,v2
233,train,161,483.000000,train=161|train_small=0|part=0|test=0,0,100-199,eligible_train,at_least_2_utterances,990b84441c7dd117de323de317a2b98441ba17e455301f38d4cce3020bddbeaa,20260729,v2
234,validation,58,174.000000,train=58|train_small=0|part=0|test=0,0,50-99,eligible_evaluation,at_least_20_utterances,142483f217481988ad3a7e0328ac4d63554ffd7a414b69ef1db3bffc0464c295,20260729,v2
235,test,122,366.000000,train=122|train_small=0|part=0|test=0,0,100-199,eligible_evaluation,at_least_20_utterances,3ae462f58061e71b91a0f6240c42ecfcfad411dd401e1c722d1cc2b82a6de7b1,20260729,v2
236,train,8,24.000000,train=8|train_small=0|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,3d65c086afdf47637933d77c4b86c4c912957eb548fc9b014c1fb8f68e8579fc,20260729,v2
237,train,321,963.000000,train=321|train_small=0|part=0|test=0,0,200-499,eligible_train,at_least_2_utterances,fb6d79e8e6a9f58586f84e27d0f470e145437efce434b5d91bddb7ce0888db0b,20260729,v2
238,train,25,75.000000,train=25|train_small=0|part=0|test=0,0,20-49,eligible_train,at_least_2_utterances,a63037485431008532b56c65df6203f4b256b00c91440ac87d92f6e6c825ce7a,20260729,v2
239,train,70,210.000000,train=70|train_small=0|part=0|test=0,0,50-99,eligible_train,at_least_2_utterances,94a7b933344090696be4048066b8ecb7c41fbbecdadcbd10340bacfdb52823b9,20260729,v2
240,train,90,270.000000,train=90|train_small=0|part=0|test=0,0,50-99,eligible_train,at_least_2_utterances,7d5c2a50050bfacd5fb1412cffd33ec2ca06d799fc33892628904139af58d1a2,20260729,v2
241,train,21,63.000000,train=21|train_small=0|part=0|test=0,0,20-49,eligible_train,at_least_2_utterances,510b42df65bfec508b89b542f909af925bfc7455badd7b37df5fa058520647bd,20260729,v2
242,validation,46,138.000000,train=46|train_small=0|part=0|test=0,0,20-49,eligible_evaluation,at_least_20_utterances,17a697cd63d15b0709fe86da15fdffb1ff0902c6dfa003ebb373c3ebf7770241,20260729,v2
243,train,167,501.000000,train=167|train_small=0|part=0|test=0,0,100-199,eligible_train,at_least_2_utterances,9a3619e81ae063c8308faf5dafa04eec7664bca9f6f55388a66e17cd9ae5fd3d,20260729,v2
244,train,15,45.000000,train=15|train_small=0|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,667d4f7295f56ff73eaa5c7f4938c24311770fd12144f4052b80c4e0201e0add,20260729,v2
